grid,modality,embedding,discriminability
"('triple', 'median', '0.028', 'cov', '77', '6')",func,ASE,0.8625519690237854
"('kmeans', 'median', '0.028', 'cov', '77', '3')",func,ASE,0.8679611650485437
"('kmeans', 'median', '0.028', 'cov', '77', '0')",func,ASE,0.850881393057826
"('kmeans', 'median', '0.028', 'cov', '77', '6')",func,ASE,0.8846395287073253
"('triple', 'median', '0.028', 'partcorr', '180', '3')",func,ASE,0.8844702306240768
"('triple', 'median', '0.028', 'partcorr', '180', '0')",func,ASE,0.8887979632660483
"('triple', 'median', '0.028', 'partcorr', '180', '6')",func,ASE,0.8716101876905896
"('kmeans', 'median', '0.028', 'partcorr', '180', '3')",func,ASE,0.8662032546610626
"('kmeans', 'median', '0.028', 'partcorr', '180', '0')",func,ASE,0.8619516554299163
"('kmeans', 'median', '0.028', 'partcorr', '180', '6')",func,ASE,0.867629203610512
"('triple', 'median', '0.028', 'partcorr', '135', '3')",func,ASE,0.871896511896512
"('triple', 'median', '0.028', 'partcorr', '135', '0')",func,ASE,0.8824960753532183
"('triple', 'median', '0.028', 'partcorr', '135', '6')",func,ASE,0.8646191122826636
"('kmeans', 'median', '0.028', 'partcorr', '135', '3')",func,ASE,0.858925565395594
"('kmeans', 'median', '0.028', 'partcorr', '135', '0')",func,ASE,0.8651180420186267
"('kmeans', 'median', '0.028', 'partcorr', '135', '6')",func,ASE,0.8595551862878595
"('triple', 'median', '0.028', 'partcorr', '228', '3')",func,ASE,0.881942843481305
"('triple', 'median', '0.028', 'partcorr', '228', '0')",func,ASE,0.8814885425876805
"('triple', 'median', '0.028', 'partcorr', '228', '6')",func,ASE,0.8683223992502344
"('kmeans', 'median', '0.028', 'partcorr', '228', '3')",func,ASE,0.8640992254273505
"('kmeans', 'median', '0.028', 'partcorr', '228', '0')",func,ASE,0.860985159847621
"('kmeans', 'median', '0.028', 'partcorr', '228', '6')",func,ASE,0.8586792274637579
"('triple', 'median', '0.028', 'partcorr', '77', '3')",func,ASE,0.859981408319777
"('triple', 'median', '0.028', 'partcorr', '77', '0')",func,ASE,0.8499614579892082
"('triple', 'median', '0.028', 'partcorr', '77', '6')",func,ASE,0.8677009967332547
"('kmeans', 'median', '0.028', 'partcorr', '77', '3')",func,ASE,0.8689828346918245
"('kmeans', 'median', '0.028', 'partcorr', '77', '0')",func,ASE,0.8628068532178123
"('kmeans', 'median', '0.028', 'partcorr', '77', '6')",func,ASE,0.8762693483190378
"('triple', 'mean', '0.22', 'corr', '180', '3')",func,ASE,0.7966919911364356
"('triple', 'mean', '0.22', 'corr', '180', '0')",func,ASE,0.7909302540570977
"('triple', 'mean', '0.22', 'corr', '180', '6')",func,ASE,0.8011349034627405
"('kmeans', 'mean', '0.22', 'corr', '180', '3')",func,ASE,0.7788046118056088
"('kmeans', 'mean', '0.22', 'corr', '180', '0')",func,ASE,0.78090249057991
"('kmeans', 'mean', '0.22', 'corr', '180', '6')",func,ASE,0.7941758241758242
"('triple', 'mean', '0.22', 'corr', '135', '3')",func,ASE,0.7958375819675529
"('triple', 'mean', '0.22', 'corr', '135', '0')",func,ASE,0.7957140486266698
"('triple', 'mean', '0.22', 'corr', '135', '6')",func,ASE,0.8052854378326076
"('kmeans', 'mean', '0.22', 'corr', '135', '3')",func,ASE,0.7950465633036228
"('kmeans', 'mean', '0.22', 'corr', '135', '0')",func,ASE,0.797337117121642
"('kmeans', 'mean', '0.22', 'corr', '135', '6')",func,ASE,0.8053079319434461
"('triple', 'mean', '0.22', 'corr', '228', '3')",func,ASE,0.7877341334788143
"('triple', 'mean', '0.22', 'corr', '228', '0')",func,ASE,0.7807404667981591
"('triple', 'mean', '0.22', 'corr', '228', '6')",func,ASE,0.7945600997424415
"('kmeans', 'mean', '0.22', 'corr', '228', '3')",func,ASE,0.7831165127534118
"('kmeans', 'mean', '0.22', 'corr', '228', '0')",func,ASE,0.7740503897126394
"('kmeans', 'mean', '0.22', 'corr', '228', '6')",func,ASE,0.806656180560757
"('triple', 'mean', '0.22', 'corr', '77', '3')",func,ASE,0.8001457437873623
"('triple', 'mean', '0.22', 'corr', '77', '0')",func,ASE,0.7990579149293852
"('triple', 'mean', '0.22', 'corr', '77', '6')",func,ASE,0.8090524326101249
"('kmeans', 'mean', '0.22', 'corr', '77', '3')",func,ASE,0.8013830002018978
"('kmeans', 'mean', '0.22', 'corr', '77', '0')",func,ASE,0.8005208726504115
"('kmeans', 'mean', '0.22', 'corr', '77', '6')",func,ASE,0.8078267194825938
"('triple', 'mean', '0.22', 'cov', '180', '3')",func,ASE,0.7837270009683802
"('triple', 'mean', '0.22', 'cov', '180', '0')",func,ASE,0.7795064332772462
"('triple', 'mean', '0.22', 'cov', '180', '6')",func,ASE,0.7933105636337762
"('kmeans', 'mean', '0.22', 'cov', '180', '3')",func,ASE,0.7779172690151919
"('kmeans', 'mean', '0.22', 'cov', '180', '0')",func,ASE,0.7735887301104692
"('kmeans', 'mean', '0.22', 'cov', '180', '6')",func,ASE,0.7847719022215667
"('triple', 'mean', '0.22', 'cov', '135', '3')",func,ASE,0.7819608809993425
"('triple', 'mean', '0.22', 'cov', '135', '0')",func,ASE,0.7894519462566799
"('triple', 'mean', '0.22', 'cov', '135', '6')",func,ASE,0.8027031448084079
"('kmeans', 'mean', '0.22', 'cov', '135', '3')",func,ASE,0.7924417630299984
"('kmeans', 'mean', '0.22', 'cov', '135', '0')",func,ASE,0.7863581730769231
"('kmeans', 'mean', '0.22', 'cov', '135', '6')",func,ASE,0.8035044366151237
"('triple', 'mean', '0.22', 'cov', '228', '3')",func,ASE,0.7719397921710061
"('triple', 'mean', '0.22', 'cov', '228', '0')",func,ASE,0.7712362813130568
"('triple', 'mean', '0.22', 'cov', '228', '6')",func,ASE,0.7817489895978268
"('kmeans', 'mean', '0.22', 'cov', '228', '3')",func,ASE,0.7751525037807344
"('kmeans', 'mean', '0.22', 'cov', '228', '0')",func,ASE,0.7669425937142473
"('kmeans', 'mean', '0.22', 'cov', '228', '6')",func,ASE,0.7930307725629363
"('triple', 'mean', '0.22', 'cov', '77', '3')",func,ASE,0.7899726004989162
"('triple', 'mean', '0.22', 'cov', '77', '0')",func,ASE,0.7892336071047008
"('triple', 'mean', '0.22', 'cov', '77', '6')",func,ASE,0.804854499353517
"('kmeans', 'mean', '0.22', 'cov', '77', '3')",func,ASE,0.7943927589945289
"('kmeans', 'mean', '0.22', 'cov', '77', '0')",func,ASE,0.7925849839796426
"('kmeans', 'mean', '0.22', 'cov', '77', '6')",func,ASE,0.7995200964695721
"('triple', 'mean', '0.22', 'partcorr', '180', '3')",func,ASE,0.8069645426081069
"('triple', 'mean', '0.22', 'partcorr', '180', '0')",func,ASE,0.8053354780882871
"('triple', 'mean', '0.22', 'partcorr', '180', '6')",func,ASE,0.8105814373420007
"('kmeans', 'mean', '0.22', 'partcorr', '180', '3')",func,ASE,0.80890790093546
"('kmeans', 'mean', '0.22', 'partcorr', '180', '0')",func,ASE,0.8056313559669265
"('kmeans', 'mean', '0.22', 'partcorr', '180', '6')",func,ASE,0.8105958369116264
"('triple', 'mean', '0.22', 'partcorr', '135', '3')",func,ASE,0.8141904345515178
"('triple', 'mean', '0.22', 'partcorr', '135', '0')",func,ASE,0.8047128927410618
"('triple', 'mean', '0.22', 'partcorr', '135', '6')",func,ASE,0.8149512939932101
"('kmeans', 'mean', '0.22', 'partcorr', '135', '3')",func,ASE,0.7982749985631831
"('kmeans', 'mean', '0.22', 'partcorr', '135', '0')",func,ASE,0.8013688766909778
"('kmeans', 'mean', '0.22', 'partcorr', '135', '6')",func,ASE,0.8060347309625462
"('triple', 'mean', '0.22', 'partcorr', '228', '3')",func,ASE,0.8117632958058489
"('triple', 'mean', '0.22', 'partcorr', '228', '0')",func,ASE,0.8046558704453441
"('triple', 'mean', '0.22', 'partcorr', '228', '6')",func,ASE,0.8080262373285628
"('kmeans', 'mean', '0.22', 'partcorr', '228', '3')",func,ASE,0.804089949785314
"('kmeans', 'mean', '0.22', 'partcorr', '228', '0')",func,ASE,0.7980245818862535
"('kmeans', 'mean', '0.22', 'partcorr', '228', '6')",func,ASE,0.8119080061109047
"('triple', 'mean', '0.22', 'partcorr', '77', '3')",func,ASE,0.7969552879822072
"('triple', 'mean', '0.22', 'partcorr', '77', '0')",func,ASE,0.7994644820370962
"('triple', 'mean', '0.22', 'partcorr', '77', '6')",func,ASE,0.7982160903002588
"('kmeans', 'mean', '0.22', 'partcorr', '77', '3')",func,ASE,0.8048405495214006
"('kmeans', 'mean', '0.22', 'partcorr', '77', '0')",func,ASE,0.8003268942575301
"('kmeans', 'mean', '0.22', 'partcorr', '77', '6')",func,ASE,0.8187075255367939
"('triple', 'mean', '0.15', 'corr', '180', '3')",func,ASE,0.8300098950266735
"('triple', 'mean', '0.15', 'corr', '180', '0')",func,ASE,0.8300754233462923
"('triple', 'mean', '0.15', 'corr', '180', '6')",func,ASE,0.8301150585810143
"('kmeans', 'mean', '0.15', 'corr', '180', '3')",func,ASE,0.8390002212817746
"('kmeans', 'mean', '0.15', 'corr', '180', '0')",func,ASE,0.829255798282347
"('kmeans', 'mean', '0.15', 'corr', '180', '6')",func,ASE,0.8351327035537562
"('triple', 'mean', '0.15', 'corr', '135', '3')",func,ASE,0.8354433983076782
"('triple', 'mean', '0.15', 'corr', '135', '0')",func,ASE,0.83647363073797
"('triple', 'mean', '0.15', 'corr', '135', '6')",func,ASE,0.8389131331553009
"('kmeans', 'mean', '0.15', 'corr', '135', '3')",func,ASE,0.8438277191218367
"('kmeans', 'mean', '0.15', 'corr', '135', '0')",func,ASE,0.8380035909540238
"('kmeans', 'mean', '0.15', 'corr', '135', '6')",func,ASE,0.8404590487923821
"('triple', 'mean', '0.15', 'corr', '228', '3')",func,ASE,0.8256711156962624
"('triple', 'mean', '0.15', 'corr', '228', '0')",func,ASE,0.8297830374753451
"('triple', 'mean', '0.15', 'corr', '228', '6')",func,ASE,0.8345411400274245
"('kmeans', 'mean', '0.15', 'corr', '228', '3')",func,ASE,0.8299917789967541
"('kmeans', 'mean', '0.15', 'corr', '228', '0')",func,ASE,0.8249697369869043
"('kmeans', 'mean', '0.15', 'corr', '228', '6')",func,ASE,0.8411039712742877
"('triple', 'mean', '0.15', 'corr', '77', '3')",func,ASE,0.8304494398244398
"('triple', 'mean', '0.15', 'corr', '77', '0')",func,ASE,0.8392657956248979
"('triple', 'mean', '0.15', 'corr', '77', '6')",func,ASE,0.8348381912484476
"('kmeans', 'mean', '0.15', 'corr', '77', '3')",func,ASE,0.844369827703161
"('kmeans', 'mean', '0.15', 'corr', '77', '0')",func,ASE,0.8451395650762739
"('kmeans', 'mean', '0.15', 'corr', '77', '6')",func,ASE,0.8402351430520445
"('triple', 'mean', '0.15', 'cov', '180', '3')",func,ASE,0.8198245917470202
"('triple', 'mean', '0.15', 'cov', '180', '0')",func,ASE,0.8203696360912857
"('triple', 'mean', '0.15', 'cov', '180', '6')",func,ASE,0.8224389576537848
"('kmeans', 'mean', '0.15', 'cov', '180', '3')",func,ASE,0.8295315338148945
"('kmeans', 'mean', '0.15', 'cov', '180', '0')",func,ASE,0.8241504500856123
"('kmeans', 'mean', '0.15', 'cov', '180', '6')",func,ASE,0.8310447128628947
"('triple', 'mean', '0.15', 'cov', '135', '3')",func,ASE,0.8257115164331659
"('triple', 'mean', '0.15', 'cov', '135', '0')",func,ASE,0.8297297496263905
"('triple', 'mean', '0.15', 'cov', '135', '6')",func,ASE,0.8254210767164135
"('kmeans', 'mean', '0.15', 'cov', '135', '3')",func,ASE,0.8372775788506126
"('kmeans', 'mean', '0.15', 'cov', '135', '0')",func,ASE,0.8325348719337345
"('kmeans', 'mean', '0.15', 'cov', '135', '6')",func,ASE,0.8371239743261266
"('triple', 'mean', '0.15', 'cov', '228', '3')",func,ASE,0.8194471629586133
"('triple', 'mean', '0.15', 'cov', '228', '0')",func,ASE,0.8154693486590038
"('triple', 'mean', '0.15', 'cov', '228', '6')",func,ASE,0.8297240286992635
"('kmeans', 'mean', '0.15', 'cov', '228', '3')",func,ASE,0.8224843692133411
"('kmeans', 'mean', '0.15', 'cov', '228', '0')",func,ASE,0.8197655205563816
"('kmeans', 'mean', '0.15', 'cov', '228', '6')",func,ASE,0.8348337925860486
"('triple', 'mean', '0.15', 'cov', '77', '3')",func,ASE,0.8291734470979755
"('triple', 'mean', '0.15', 'cov', '77', '0')",func,ASE,0.828128147572592
"('triple', 'mean', '0.15', 'cov', '77', '6')",func,ASE,0.8375218111377281
"('kmeans', 'mean', '0.15', 'cov', '77', '3')",func,ASE,0.8407000076374569
"('kmeans', 'mean', '0.15', 'cov', '77', '0')",func,ASE,0.8341666838846533
"('kmeans', 'mean', '0.15', 'cov', '77', '6')",func,ASE,0.8428207217938269
"('triple', 'mean', '0.15', 'partcorr', '180', '3')",func,ASE,0.8388869375170744
"('triple', 'mean', '0.15', 'partcorr', '180', '0')",func,ASE,0.8454129416773095
"('triple', 'mean', '0.15', 'partcorr', '180', '6')",func,ASE,0.818525334314808
"('kmeans', 'mean', '0.15', 'partcorr', '180', '3')",func,ASE,0.8394394534905483
"('kmeans', 'mean', '0.15', 'partcorr', '180', '0')",func,ASE,0.8499707623418964
"('kmeans', 'mean', '0.15', 'partcorr', '180', '6')",func,ASE,0.8421325973409307
"('triple', 'mean', '0.15', 'partcorr', '135', '3')",func,ASE,0.8251064218963052
"('triple', 'mean', '0.15', 'partcorr', '135', '0')",func,ASE,0.833676399583238
"('triple', 'mean', '0.15', 'partcorr', '135', '6')",func,ASE,0.8279714459489741
"('kmeans', 'mean', '0.15', 'partcorr', '135', '3')",func,ASE,0.8459630974652433
"('kmeans', 'mean', '0.15', 'partcorr', '135', '0')",func,ASE,0.8402482309418219
"('kmeans', 'mean', '0.15', 'partcorr', '135', '6')",func,ASE,0.835707502374169
"('triple', 'mean', '0.15', 'partcorr', '228', '3')",func,ASE,0.8226965118082596
"('triple', 'mean', '0.15', 'partcorr', '228', '0')",func,ASE,0.8325222149584756
"('triple', 'mean', '0.15', 'partcorr', '228', '6')",func,ASE,0.8197615239203142
"('kmeans', 'mean', '0.15', 'partcorr', '228', '3')",func,ASE,0.8325246182389039
"('kmeans', 'mean', '0.15', 'partcorr', '228', '0')",func,ASE,0.832928600338071
"('kmeans', 'mean', '0.15', 'partcorr', '228', '6')",func,ASE,0.8343603286384976
"('triple', 'mean', '0.15', 'partcorr', '77', '3')",func,ASE,0.8137739939894689
"('triple', 'mean', '0.15', 'partcorr', '77', '0')",func,ASE,0.8208498612947552
"('triple', 'mean', '0.15', 'partcorr', '77', '6')",func,ASE,0.81102052069794
"('kmeans', 'mean', '0.15', 'partcorr', '77', '3')",func,ASE,0.827915891926635
"('kmeans', 'mean', '0.15', 'partcorr', '77', '0')",func,ASE,0.8344952897872606
"('kmeans', 'mean', '0.15', 'partcorr', '77', '6')",func,ASE,0.8340251277588092
"('triple', 'mean', '0.08', 'corr', '180', '3')",func,ASE,0.8560995643168345
"('triple', 'mean', '0.08', 'corr', '180', '0')",func,ASE,0.8533341706889642
"('triple', 'mean', '0.08', 'corr', '180', '6')",func,ASE,0.8537788211315535
"('kmeans', 'mean', '0.08', 'corr', '180', '3')",func,ASE,0.8648085233451088
"('kmeans', 'mean', '0.08', 'corr', '180', '0')",func,ASE,0.8695679137631646
"('kmeans', 'mean', '0.08', 'corr', '180', '6')",func,ASE,0.8722198017352202
"('triple', 'mean', '0.08', 'corr', '135', '3')",func,ASE,0.8628962458076384
"('triple', 'mean', '0.08', 'corr', '135', '0')",func,ASE,0.8597728373795555
"('triple', 'mean', '0.08', 'corr', '135', '6')",func,ASE,0.8610321969696969
"('kmeans', 'mean', '0.08', 'corr', '135', '3')",func,ASE,0.868510014032402
"('kmeans', 'mean', '0.08', 'corr', '135', '0')",func,ASE,0.865805611158771
"('kmeans', 'mean', '0.08', 'corr', '135', '6')",func,ASE,0.8737008339556884
"('triple', 'mean', '0.08', 'corr', '228', '3')",func,ASE,0.8633043281861085
"('triple', 'mean', '0.08', 'corr', '228', '0')",func,ASE,0.8596748369475642
"('triple', 'mean', '0.08', 'corr', '228', '6')",func,ASE,0.8577992210167973
"('kmeans', 'mean', '0.08', 'corr', '228', '3')",func,ASE,0.862358860017723
"('kmeans', 'mean', '0.08', 'corr', '228', '0')",func,ASE,0.8626612482713278
"('kmeans', 'mean', '0.08', 'corr', '228', '6')",func,ASE,0.8680752890085359
"('triple', 'mean', '0.08', 'corr', '77', '3')",func,ASE,0.8548717948717948
"('triple', 'mean', '0.08', 'corr', '77', '0')",func,ASE,0.8554316054316053
"('triple', 'mean', '0.08', 'corr', '77', '6')",func,ASE,0.8585632681110069
"('kmeans', 'mean', '0.08', 'corr', '77', '3')",func,ASE,0.8720306326520657
"('kmeans', 'mean', '0.08', 'corr', '77', '0')",func,ASE,0.8681823290464494
"('kmeans', 'mean', '0.08', 'corr', '77', '6')",func,ASE,0.877672976465861
"('triple', 'mean', '0.08', 'cov', '180', '3')",func,ASE,0.8446931285914338
"('triple', 'mean', '0.08', 'cov', '180', '0')",func,ASE,0.8514478887613214
"('triple', 'mean', '0.08', 'cov', '180', '6')",func,ASE,0.8525991812929715
"('kmeans', 'mean', '0.08', 'cov', '180', '3')",func,ASE,0.8607699729944218
"('kmeans', 'mean', '0.08', 'cov', '180', '0')",func,ASE,0.864933026310474
"('kmeans', 'mean', '0.08', 'cov', '180', '6')",func,ASE,0.8687583626880752
"('triple', 'mean', '0.08', 'cov', '135', '3')",func,ASE,0.8607585318111635
"('triple', 'mean', '0.08', 'cov', '135', '0')",func,ASE,0.8535824695399165
"('triple', 'mean', '0.08', 'cov', '135', '6')",func,ASE,0.8553056249807152
"('kmeans', 'mean', '0.08', 'cov', '135', '3')",func,ASE,0.8640913180386866
"('kmeans', 'mean', '0.08', 'cov', '135', '0')",func,ASE,0.8604948438071864
"('kmeans', 'mean', '0.08', 'cov', '135', '6')",func,ASE,0.8698492328927112
"('triple', 'mean', '0.08', 'cov', '228', '3')",func,ASE,0.855397718812353
"('triple', 'mean', '0.08', 'cov', '228', '0')",func,ASE,0.8544986290289004
"('triple', 'mean', '0.08', 'cov', '228', '6')",func,ASE,0.8541921789533841
"('kmeans', 'mean', '0.08', 'cov', '228', '3')",func,ASE,0.8602098959241815
"('kmeans', 'mean', '0.08', 'cov', '228', '0')",func,ASE,0.8538647342995168
"('kmeans', 'mean', '0.08', 'cov', '228', '6')",func,ASE,0.8637419428117104
"('triple', 'mean', '0.08', 'cov', '77', '3')",func,ASE,0.8551505317509733
"('triple', 'mean', '0.08', 'cov', '77', '0')",func,ASE,0.8537633801757059
"('triple', 'mean', '0.08', 'cov', '77', '6')",func,ASE,0.8586156567343254
"('kmeans', 'mean', '0.08', 'cov', '77', '3')",func,ASE,0.871234592314284
"('kmeans', 'mean', '0.08', 'cov', '77', '0')",func,ASE,0.8626589837150044
"('kmeans', 'mean', '0.08', 'cov', '77', '6')",func,ASE,0.8749026272926846
"('triple', 'mean', '0.08', 'partcorr', '180', '3')",func,ASE,0.8585355440119548
"('triple', 'mean', '0.08', 'partcorr', '180', '0')",func,ASE,0.8586006304637483
"('triple', 'mean', '0.08', 'partcorr', '180', '6')",func,ASE,0.8614242388435938
"('kmeans', 'mean', '0.08', 'partcorr', '180', '3')",func,ASE,0.870188977936084
"('kmeans', 'mean', '0.08', 'partcorr', '180', '0')",func,ASE,0.8599636711591171
"('kmeans', 'mean', '0.08', 'partcorr', '180', '6')",func,ASE,0.8556883713888545
"('triple', 'mean', '0.08', 'partcorr', '135', '3')",func,ASE,0.8466300724365241
"('triple', 'mean', '0.08', 'partcorr', '135', '0')",func,ASE,0.8537139925746233
"('triple', 'mean', '0.08', 'partcorr', '135', '6')",func,ASE,0.8487296569488351
"('kmeans', 'mean', '0.08', 'partcorr', '135', '3')",func,ASE,0.8742649495580064
"('kmeans', 'mean', '0.08', 'partcorr', '135', '0')",func,ASE,0.8642150040494107
"('kmeans', 'mean', '0.08', 'partcorr', '135', '6')",func,ASE,0.8710881140187053
"('triple', 'mean', '0.08', 'partcorr', '228', '3')",func,ASE,0.8716453949637807
"('triple', 'mean', '0.08', 'partcorr', '228', '0')",func,ASE,0.8731159107598435
"('triple', 'mean', '0.08', 'partcorr', '228', '6')",func,ASE,0.8611225990258249
"('kmeans', 'mean', '0.08', 'partcorr', '228', '3')",func,ASE,0.8668656446434225
"('kmeans', 'mean', '0.08', 'partcorr', '228', '0')",func,ASE,0.8596253408081366
"('kmeans', 'mean', '0.08', 'partcorr', '228', '6')",func,ASE,0.8579580765209508
"('triple', 'mean', '0.08', 'partcorr', '77', '3')",func,ASE,0.8490178294193591
"('triple', 'mean', '0.08', 'partcorr', '77', '0')",func,ASE,0.8482581618255243
"('triple', 'mean', '0.08', 'partcorr', '77', '6')",func,ASE,0.8391867879167973
"('kmeans', 'mean', '0.08', 'partcorr', '77', '3')",func,ASE,0.8654343963483749
"('kmeans', 'mean', '0.08', 'partcorr', '77', '0')",func,ASE,0.8587424339203699
"('kmeans', 'mean', '0.08', 'partcorr', '77', '6')",func,ASE,0.8709002454677195
"('triple', 'mean', '0', 'corr', '180', '3')",func,ASE,0.8694270786143579
"('triple', 'mean', '0', 'corr', '180', '0')",func,ASE,0.8696308806082176
"('triple', 'mean', '0', 'corr', '180', '6')",func,ASE,0.8695445122976078
"('kmeans', 'mean', '0', 'corr', '180', '3')",func,ASE,0.89091825270949
"('kmeans', 'mean', '0', 'corr', '180', '0')",func,ASE,0.8886303886303887
"('kmeans', 'mean', '0', 'corr', '180', '6')",func,ASE,0.8848751003447136
"('triple', 'mean', '0', 'corr', '135', '3')",func,ASE,0.8722501679885956
"('triple', 'mean', '0', 'corr', '135', '0')",func,ASE,0.8707031687381032
"('triple', 'mean', '0', 'corr', '135', '6')",func,ASE,0.872762280454588
"('kmeans', 'mean', '0', 'corr', '135', '3')",func,ASE,0.8920555111758532
"('kmeans', 'mean', '0', 'corr', '135', '0')",func,ASE,0.8965764657646578
"('kmeans', 'mean', '0', 'corr', '135', '6')",func,ASE,0.8902044168262039
"('triple', 'mean', '0', 'corr', '228', '3')",func,ASE,0.8734165665983846
"('triple', 'mean', '0', 'corr', '228', '0')",func,ASE,0.8650419006067541
"('triple', 'mean', '0', 'corr', '228', '6')",func,ASE,0.8655971100722483
"('kmeans', 'mean', '0', 'corr', '228', '3')",func,ASE,0.8836831391868084
"('kmeans', 'mean', '0', 'corr', '228', '0')",func,ASE,0.8831927837931841
"('kmeans', 'mean', '0', 'corr', '228', '6')",func,ASE,0.8840991408820867
"('triple', 'mean', '0', 'corr', '77', '3')",func,ASE,0.8753615473338657
"('triple', 'mean', '0', 'corr', '77', '0')",func,ASE,0.87433235737734
"('triple', 'mean', '0', 'corr', '77', '6')",func,ASE,0.8694682193632508
"('kmeans', 'mean', '0', 'corr', '77', '3')",func,ASE,0.8902914326806427
"('kmeans', 'mean', '0', 'corr', '77', '0')",func,ASE,0.8885062269533152
"('kmeans', 'mean', '0', 'corr', '77', '6')",func,ASE,0.8901376927942394
"('triple', 'mean', '0', 'cov', '180', '3')",func,ASE,0.8649126299091013
"('triple', 'mean', '0', 'cov', '180', '0')",func,ASE,0.8612333438546327
"('triple', 'mean', '0', 'cov', '180', '6')",func,ASE,0.859738495500085
"('kmeans', 'mean', '0', 'cov', '180', '3')",func,ASE,0.8850247885680956
"('kmeans', 'mean', '0', 'cov', '180', '0')",func,ASE,0.889584962589505
"('kmeans', 'mean', '0', 'cov', '180', '6')",func,ASE,0.8828779512566641
"('triple', 'mean', '0', 'cov', '135', '3')",func,ASE,0.8657356646854022
"('triple', 'mean', '0', 'cov', '135', '0')",func,ASE,0.8636830406061177
"('triple', 'mean', '0', 'cov', '135', '6')",func,ASE,0.8625667636045696
"('kmeans', 'mean', '0', 'cov', '135', '3')",func,ASE,0.8885186595582635
"('kmeans', 'mean', '0', 'cov', '135', '0')",func,ASE,0.8917732391677802
"('kmeans', 'mean', '0', 'cov', '135', '6')",func,ASE,0.8884918395920841
"('triple', 'mean', '0', 'cov', '228', '3')",func,ASE,0.8658279803317971
"('triple', 'mean', '0', 'cov', '228', '0')",func,ASE,0.8527729352800175
"('triple', 'mean', '0', 'cov', '228', '6')",func,ASE,0.8619951312259004
"('kmeans', 'mean', '0', 'cov', '228', '3')",func,ASE,0.8821390162449765
"('kmeans', 'mean', '0', 'cov', '228', '0')",func,ASE,0.8757179946696075
"('kmeans', 'mean', '0', 'cov', '228', '6')",func,ASE,0.878561022760634
"('triple', 'mean', '0', 'cov', '77', '3')",func,ASE,0.8679729647814755
"('triple', 'mean', '0', 'cov', '77', '0')",func,ASE,0.8694951343656732
"('triple', 'mean', '0', 'cov', '77', '6')",func,ASE,0.8675776758301031
"('kmeans', 'mean', '0', 'cov', '77', '3')",func,ASE,0.8880352824014796
"('kmeans', 'mean', '0', 'cov', '77', '0')",func,ASE,0.8871146214896215
"('kmeans', 'mean', '0', 'cov', '77', '6')",func,ASE,0.8857498950032453
"('triple', 'mean', '0', 'partcorr', '180', '3')",func,ASE,0.8545339552533797
"('triple', 'mean', '0', 'partcorr', '180', '0')",func,ASE,0.8564121164774049
"('triple', 'mean', '0', 'partcorr', '180', '6')",func,ASE,0.8555492378090055
"('kmeans', 'mean', '0', 'partcorr', '180', '3')",func,ASE,0.8715673115492611
"('kmeans', 'mean', '0', 'partcorr', '180', '0')",func,ASE,0.8641164949889784
"('kmeans', 'mean', '0', 'partcorr', '180', '6')",func,ASE,0.8754201071997683
"('triple', 'mean', '0', 'partcorr', '135', '3')",func,ASE,0.8616754897031713
"('triple', 'mean', '0', 'partcorr', '135', '0')",func,ASE,0.8681924521619179
"('triple', 'mean', '0', 'partcorr', '135', '6')",func,ASE,0.8507414387147127
"('kmeans', 'mean', '0', 'partcorr', '135', '3')",func,ASE,0.8809430225120036
"('kmeans', 'mean', '0', 'partcorr', '135', '0')",func,ASE,0.8736642823760525
"('kmeans', 'mean', '0', 'partcorr', '135', '6')",func,ASE,0.888008510326107
"('triple', 'mean', '0', 'partcorr', '228', '3')",func,ASE,0.8734467029803817
"('triple', 'mean', '0', 'partcorr', '228', '0')",func,ASE,0.8684807256235829
"('triple', 'mean', '0', 'partcorr', '228', '6')",func,ASE,0.8474209664011363
"('kmeans', 'mean', '0', 'partcorr', '228', '3')",func,ASE,0.8714414240730031
"('kmeans', 'mean', '0', 'partcorr', '228', '0')",func,ASE,0.8738148503249175
"('kmeans', 'mean', '0', 'partcorr', '228', '6')",func,ASE,0.8729911585208744
"('triple', 'mean', '0', 'partcorr', '77', '3')",func,ASE,0.8592198670095458
"('triple', 'mean', '0', 'partcorr', '77', '0')",func,ASE,0.8593658886056548
"('triple', 'mean', '0', 'partcorr', '77', '6')",func,ASE,0.8528319296846286
"('kmeans', 'mean', '0', 'partcorr', '77', '3')",func,ASE,0.8846075289089995
"('kmeans', 'mean', '0', 'partcorr', '77', '0')",func,ASE,0.8853944685043881
"('kmeans', 'mean', '0', 'partcorr', '77', '6')",func,ASE,0.8776353276353277
"('triple', 'mean', '0.028', 'corr', '180', '3')",func,ASE,0.8712783273570345
"('triple', 'mean', '0.028', 'corr', '180', '0')",func,ASE,0.8746179019671307
"('triple', 'mean', '0.028', 'corr', '180', '6')",func,ASE,0.86255858836504
"('kmeans', 'mean', '0.028', 'corr', '180', '3')",func,ASE,0.89174606287417
"('kmeans', 'mean', '0.028', 'corr', '180', '0')",func,ASE,0.88892974457028
"('kmeans', 'mean', '0.028', 'corr', '180', '6')",func,ASE,0.8854947604947606
"('triple', 'mean', '0.028', 'corr', '135', '3')",func,ASE,0.8720243011581594
"('triple', 'mean', '0.028', 'corr', '135', '0')",func,ASE,0.8720375798017782
